CountryName;CountryCode;RegionName;RegionCode;Jurisdiction;Date;C1_School closing;C1_Flag;C2_Workplace closing;C2_Flag;C3_Cancel public events;C3_Flag;C4_Restrictions on gatherings;C4_Flag;C5_Close public transport;C5_Flag;C6_Stay at home requirements;C6_Flag;C7_Restrictions on internal movement;C7_Flag;C8_International travel controls;E1_Income support;E1_Flag;E2_Debt/contract relief;E3_Fiscal measures;E4_International support;H1_Public information campaigns;H1_Flag;H2_Testing policy;H3_Contact tracing;H4_Emergency investment in healthcare;H5_Investment in vaccines;H6_Facial Coverings;H6_Flag;H7_Vaccination policy;H7_Flag;H8_Protection of elderly people;H8_Flag;M1_Wildcard;ConfirmedCases;ConfirmedDeaths;StringencyIndex;StringencyIndexForDisplay;StringencyLegacyIndex;StringencyLegacyIndexForDisplay;GovernmentResponseIndex;GovernmentResponseIndexForDisplay;ContainmentHealthIndex;ContainmentHealthIndexForDisplay;EconomicSupportIndex;EconomicSupportIndexForDisplay
Netherlands;NLD;;;NAT_TOTAL;20210817;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1906434;17920;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210818;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1909211;17927;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210819;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1911699;17933;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210820;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1913908;17939;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210821;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1916316;17947;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210822;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1918769;17953;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210823;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1921159;17956;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210824;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1923596;17967;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210825;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1926424;17974;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210826;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1929018;17982;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210827;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1931833;17985;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210828;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1934283;17994;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210829;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1936572;17996;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210830;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1938743;17998;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210831;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1941055;18010;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210901;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1943882;18012;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210902;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1946655;18017;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210903;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1949195;18026;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210904;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1951886;18035;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210905;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1954233;18037;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210906;1.00;1;2.00;1;1.00;1;0.00;;1.00;1;0.00;;0.00;;3.00;2.00;1;0.00;;;2.00;1;3.00;2.00;;0.00;2.00;1;5.00;1;1.00;1;;1956348;18040;41.67;41.67;61.90;61.90;53.65;53.65;54.17;54.17;50.00;50.00
Netherlands;NLD;;;NAT_TOTAL;20210907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1958804;18048;;41.67;;61.90;;53.65;;54.17;;50.00
Netherlands;NLD;;;NAT_TOTAL;20210908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1961585;18055;;41.67;;61.90;;53.65;;54.17;;50.00
Netherlands;NLD;;;NAT_TOTAL;20210909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1963947;18058;;41.67;;61.90;;53.65;;54.17;;50.00
Netherlands;NLD;;;NAT_TOTAL;20210910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.67;;61.90;;53.65;;54.17;;50.00
